TransactionID,Product,Quantity,Price,Date
74,Smartphone,19,544.51,2023-01-27
75,Charger,7,43.85,2023-01-27
76,Smartphone,6,986.83,2023-01-28
77,Headphones,2,131.74,2023-01-28
78,Headphones,6,238.82,2023-01-29
79,Keyboard,18,61.18,2023-01-29
80,Headphones,2,643.6,2023-01-29
81,Keyboard,18,232.45,2023-01-30
82,Headphones,15,188.21,2023-01-30
83,Charger,19,97.67,2023-01-30
84,Mouse,2,112.28,2023-01-31
85,Keyboard,6,588.82,2023-01-31
86,Tablet,1,691.33,2023-01-31
87,Monitor,15,403.41,2023-02-01
88,Laptop,10,485.1,2023-02-01
89,Headphones,19,689.11,2023-02-02
90,Smartphone,17,27.21,2023-02-02
91,Mouse,5,329.9,2023-02-02
92,Headphones,4,973.37,2023-02-03
93,Smartphone,10,584.31,2023-02-03
94,Monitor,17,261.68,2023-02-03
95,Monitor,10,526.51,2023-02-04
96,Monitor,17,349.23,2023-02-04
97,Smartphone,5,536.92,2023-02-04
98,Headphones,2,134.48,2023-02-05
99,Monitor,6,141.39,2023-02-05
100,Charger,2,152.11,2023-02-06
101,Keyboard,13,940.42,2023-02-06
102,Smartphone,11,735.57,2023-02-06
103,Smartphone,11,170.76,2023-02-07
104,Headphones,16,196.47,2023-02-07
105,Smartphone,11,733.52,2023-02-07
106,Smartphone,19,164.6,2023-02-08
107,Monitor,15,242.22,2023-02-08
108,Headphones,16,963.71,2023-02-08
109,Monitor,11,262.75,2023-02-09
110,Keyboard,16,665.02,2023-02-09
111,Mouse,8,978.84,2023-02-10
112,Keyboard,4,380.55,2023-02-10
113,Mouse,8,27.34,2023-02-10
114,Monitor,4,251.71,2023-02-11
115,Keyboard,3,832.57,2023-02-11
116,Headphones,3,865.96,2023-02-11
117,Laptop,18,770.83,2023-02-12
118,Monitor,19,121.98,2023-02-12
119,Mouse,19,797.56,2023-02-12
120,Charger,5,919.49,2023-02-13
121,Mouse,18,604.6,2023-02-13
122,Charger,10,941.47,2023-02-14
123,Smartphone,6,828.57,2023-02-14
124,Keyboard,1,670.3,2023-02-14
125,Charger,5,581.41,2023-02-15
126,Mouse,9,355.09,2023-02-15
127,Smartphone,12,167.69,2023-02-15
128,Laptop,14,608.9,2023-02-16
129,Headphones,2,324.93,2023-02-16
130,Headphones,17,867.77,2023-02-17
131,Headphones,14,993.4,2023-02-17
132,Charger,13,754.9,2023-02-17
133,Laptop,9,99.58,2023-02-18
134,Charger,15,295.8,2023-02-18
135,Keyboard,15,118.02,2023-02-18
136,Charger,11,654.01,2023-02-19
137,Laptop,16,767.54,2023-02-19
138,Laptop,17,926.42,2023-02-19
139,Keyboard,4,443.79,2023-02-20
140,Laptop,1,902.36,2023-02-20
141,Mouse,8,879.11,2023-02-21
142,Laptop,17,324.02,2023-02-21
143,Headphones,3,870.21,2023-02-21
144,Mouse,15,381.92,2023-02-22
145,Mouse,15,303.9,2023-02-22
146,Keyboard,14,652.58,2023-02-22
147,Tablet,14,335.1,2023-02-23
148,Tablet,2,633.91,2023-02-23
149,Laptop,13,613.73,2023-02-23
150,Mouse,14,567.8,2023-02-24
151,Tablet,19,386.62,2023-02-24
152,Tablet,7,553.01,2023-02-25
153,Laptop,3,600.52,2023-02-25
154,Tablet,15,550.23,2023-02-25
155,Charger,14,449.98,2023-02-26
156,Smartphone,11,24.52,2023-02-26
157,Keyboard,15,591.19,2023-02-26
158,Smartphone,13,176.76,2023-02-27
159,Laptop,18,646.15,2023-02-27
160,Headphones,6,761.75,2023-02-27
161,Keyboard,3,505.44,2023-02-28
162,Laptop,19,546.94,2023-02-28
163,Mouse,15,951.96,2023-03-01
164,Headphones,5,848.7,2023-03-01
165,Smartphone,10,915.09,2023-03-01
166,Laptop,7,815.63,2023-03-02
167,Mouse,17,117.83,2023-03-02
168,Keyboard,7,157.5,2023-03-02
169,Keyboard,12,531.36,2023-03-03
170,Monitor,17,253.61,2023-03-03
171,Mouse,13,481.93,2023-03-03
172,Charger,4,400.42,2023-03-04
173,Tablet,10,553.92,2023-03-04
174,Headphones,3,749.41,2023-03-05
175,Mouse,9,718.34,2023-03-05
176,Monitor,13,526.02,2023-03-05
177,Tablet,18,824.17,2023-03-06
178,Tablet,15,436.55,2023-03-06
179,Laptop,4,897.75,2023-03-06
180,Tablet,15,80.57,2023-03-07
181,Charger,2,955.11,2023-03-07
182,Keyboard,15,658.15,2023-03-07
183,Monitor,8,386.27,2023-03-08
184,Tablet,8,205.18,2023-03-08
185,Laptop,17,484.39,2023-03-09
186,Charger,12,202.61,2023-03-09
187,Smartphone,19,174.67,2023-03-09
188,Keyboard,10,621.18,2023-03-10
189,Keyboard,9,527.85,2023-03-10
190,Monitor,5,673.4,2023-03-10
191,Keyboard,6,930.31,2023-03-11
192,Tablet,2,536.94,2023-03-11
193,Laptop,13,585.12,2023-03-11
194,Keyboard,6,98.73,2023-03-12
195,Keyboard,5,720.46,2023-03-12
196,Smartphone,1,405.91,2023-03-13
197,Smartphone,6,976.96,2023-03-13
198,Headphones,6,824.94,2023-03-13
199,Charger,16,527.26,2023-03-14
200,Tablet,4,131.99,2023-03-14
201,Keyboard,11,860.82,2023-03-14
202,Mouse,9,801.78,2023-03-15
203,Keyboard,3,192.74,2023-03-15
204,Laptop,19,302.33,2023-03-15
205,Headphones,8,795.47,2023-03-16
206,Charger,5,193.38,2023-03-16
207,Mouse,4,918.57,2023-03-17
208,Headphones,6,430.28,2023-03-17
209,Monitor,2,96.17,2023-03-17
210,Charger,11,817.59,2023-03-18
211,Keyboard,4,379.77,2023-03-18
212,Keyboard,15,531.23,2023-03-18
213,Charger,6,121.18,2023-03-19
214,Keyboard,17,12.56,2023-03-19
215,Tablet,6,641.61,2023-03-19
216,Charger,19,520.02,2023-03-20
217,Headphones,2,597.6,2023-03-20
218,Charger,15,795.81,2023-03-21
219,Mouse,11,650.14,2023-03-21
220,Keyboard,8,183.03,2023-03-21
221,Tablet,19,367.16,2023-03-22
222,Tablet,13,906.83,2023-03-22
223,Monitor,12,772.25,2023-03-22
224,Headphones,5,561.07,2023-03-23
225,Smartphone,6,263.09,2023-03-23
226,Smartphone,4,309.04,2023-03-23
227,Charger,19,734.64,2023-03-24
228,Monitor,1,852.66,2023-03-24
229,Laptop,17,674.71,2023-03-25
230,Charger,12,811.43,2023-03-25
231,Monitor,15,768.99,2023-03-25
232,Headphones,1,158.21,2023-03-26
233,Headphones,14,429.71,2023-03-26
234,Headphones,6,161.45,2023-03-26
235,Headphones,5,242.88,2023-03-27
236,Headphones,11,870.57,2023-03-27
237,Monitor,4,478.16,2023-03-27
238,Monitor,13,540.0,2023-03-28
239,Tablet,11,186.66,2023-03-28
240,Mouse,3,319.15,2023-03-29
241,Smartphone,1,237.94,2023-03-29
242,Keyboard,6,214.12,2023-03-29
243,Headphones,18,641.58,2023-03-30
244,Laptop,10,264.32,2023-03-30
245,Keyboard,5,635.7,2023-03-30
246,Monitor,10,67.87,2023-03-31
247,Laptop,12,150.36,2023-03-31
248,Laptop,2,281.79,2023-03-31
249,Laptop,13,601.08,2023-04-01
250,Tablet,8,679.08,2023-04-01
251,Monitor,2,448.29,2023-04-02
252,Laptop,1,451.33,2023-04-02
253,Headphones,5,727.27,2023-04-02
254,Charger,9,25.66,2023-04-03
255,Laptop,17,347.68,2023-04-03
256,Tablet,9,820.52,2023-04-03
257,Keyboard,11,607.19,2023-04-04
258,Monitor,15,343.85,2023-04-04
259,Mouse,6,906.47,2023-04-05
260,Tablet,3,774.9,2023-04-05
261,Laptop,17,272.25,2023-04-05
262,Monitor,5,648.84,2023-04-06
263,Charger,12,599.79,2023-04-06
264,Laptop,18,407.18,2023-04-06
265,Tablet,14,373.29,2023-04-07
266,Smartphone,11,350.12,2023-04-07
267,Headphones,9,620.98,2023-04-07
268,Mouse,2,447.99,2023-04-08
269,Keyboard,12,833.54,2023-04-08
270,Tablet,3,672.91,2023-04-09
271,Monitor,3,79.23,2023-04-09
272,Mouse,1,643.77,2023-04-09
273,Mouse,8,278.44,2023-04-10
274,Mouse,8,596.88,2023-04-10
275,Laptop,11,683.33,2023-04-10
276,Headphones,9,238.52,2023-04-11
277,Laptop,5,462.29,2023-04-11
278,Monitor,14,198.42,2023-04-11
279,Laptop,3,61.82,2023-04-12
280,Smartphone,5,384.69,2023-04-12
281,Headphones,5,369.31,2023-04-13
282,Headphones,19,995.53,2023-04-13
283,Monitor,14,451.89,2023-04-13
284,Keyboard,4,340.23,2023-04-14
285,Smartphone,13,584.67,2023-04-14
286,Tablet,10,97.88,2023-04-14
287,Laptop,18,962.05,2023-04-15
288,Charger,8,638.61,2023-04-15
289,Laptop,8,757.29,2023-04-15
290,Mouse,7,178.77,2023-04-16
291,Laptop,8,415.38,2023-04-16
292,Tablet,14,428.46,2023-04-17
293,Laptop,19,823.59,2023-04-17
294,Smartphone,6,11.22,2023-04-17
295,Smartphone,1,307.84,2023-04-18
296,Headphones,15,981.42,2023-04-18
297,Monitor,1,480.14,2023-04-18
298,Keyboard,17,388.7,2023-04-19
299,Charger,1,128.63,2023-04-19
300,Mouse,15,974.42,2023-04-19
301,Laptop,2,29.83,2023-04-20
302,Laptop,14,739.81,2023-04-20
303,Tablet,8,770.91,2023-04-21
304,Monitor,8,251.22,2023-04-21
305,Smartphone,19,674.84,2023-04-21
306,Charger,7,102.0,2023-04-22
307,Headphones,19,264.48,2023-04-22
308,Smartphone,6,790.02,2023-04-22
309,Mouse,6,866.04,2023-04-23
310,Monitor,3,612.4,2023-04-23
311,Mouse,7,511.77,2023-04-23
312,Keyboard,19,167.71,2023-04-24
313,Headphones,8,72.48,2023-04-24
314,Keyboard,10,126.47,2023-04-25
315,Tablet,15,235.08,2023-04-25
316,Mouse,15,348.26,2023-04-25
317,Tablet,1,387.1,2023-04-26
318,Laptop,7,352.86,2023-04-26
319,Keyboard,4,246.66,2023-04-26
320,Monitor,6,514.63,2023-04-27
321,Mouse,1,827.03,2023-04-27
322,Charger,5,286.91,2023-04-27
323,Headphones,1,942.96,2023-04-28
324,Smartphone,4,874.6,2023-04-28
325,Monitor,2,170.15,2023-04-29
326,Monitor,10,788.41,2023-04-29
327,Tablet,5,578.84,2023-04-29
328,Keyboard,10,570.91,2023-04-30
329,Mouse,1,397.13,2023-04-30
330,Mouse,6,506.14,2023-04-30
331,Laptop,13,403.21,2023-05-01
332,Laptop,15,544.34,2023-05-01
333,Headphones,4,631.67,2023-05-01
334,Tablet,13,677.56,2023-05-02
335,Monitor,15,537.16,2023-05-02
336,Mouse,8,724.21,2023-05-03
337,Charger,5,149.87,2023-05-03
338,Tablet,15,219.86,2023-05-03
339,Headphones,4,820.55,2023-05-04
340,Headphones,12,329.3,2023-05-04
341,Tablet,13,32.66,2023-05-04
342,Headphones,2,162.25,2023-05-05
343,Tablet,19,231.38,2023-05-05
344,Smartphone,19,957.75,2023-05-05
345,Tablet,4,577.31,2023-05-06
346,Keyboard,4,933.4,2023-05-06
347,Tablet,11,579.41,2023-05-07
348,Headphones,5,484.56,2023-05-07
349,Mouse,11,320.59,2023-05-07
350,Keyboard,10,610.31,2023-05-08
351,Headphones,8,147.81,2023-05-08
352,Laptop,6,899.28,2023-05-08
353,Laptop,6,831.04,2023-05-09
354,Mouse,8,324.36,2023-05-09
355,Mouse,15,953.27,2023-05-09
356,Keyboard,14,826.95,2023-05-10
357,Smartphone,11,669.64,2023-05-10
358,Mouse,12,130.54,2023-05-11
359,Laptop,13,483.45,2023-05-11
360,Tablet,8,511.05,2023-05-11
361,Headphones,18,240.23,2023-05-12
362,Laptop,1,89.17,2023-05-12
363,Laptop,15,778.96,2023-05-12
364,Smartphone,8,130.81,2023-05-13
365,Keyboard,11,598.35,2023-05-13
366,Keyboard,12,937.08,2023-05-13
367,Monitor,12,877.34,2023-05-14
368,Smartphone,4,284.98,2023-05-14
369,Tablet,16,852.93,2023-05-15
370,Keyboard,4,10.33,2023-05-15
371,Headphones,5,27.51,2023-05-15
372,Mouse,5,606.53,2023-05-16
373,Smartphone,8,371.15,2023-05-16
374,Mouse,10,392.6,2023-05-16
375,Laptop,17,568.8,2023-05-17
376,Headphones,9,199.86,2023-05-17
377,Headphones,19,219.64,2023-05-18
378,Laptop,14,489.76,2023-05-18
379,Smartphone,8,756.71,2023-05-18
380,Laptop,9,623.3,2023-05-19
381,Mouse,11,304.38,2023-05-19
382,Monitor,1,436.03,2023-05-19
383,Headphones,14,178.96,2023-05-20
384,Charger,5,83.88,2023-05-20
385,Charger,14,784.87,2023-05-20
386,Mouse,4,272.73,2023-05-21
387,Tablet,1,185.99,2023-05-21
388,Keyboard,19,694.7,2023-05-22
389,Laptop,8,621.87,2023-05-22
390,Laptop,15,636.86,2023-05-22
391,Tablet,15,236.61,2023-05-23
392,Tablet,9,240.32,2023-05-23
393,Mouse,9,228.59,2023-05-23
394,Mouse,10,182.02,2023-05-24
395,Tablet,9,659.17,2023-05-24
396,Headphones,3,849.54,2023-05-24
397,Mouse,11,727.07,2023-05-25
398,Monitor,6,794.17,2023-05-25
399,Mouse,2,410.75,2023-05-26
400,Laptop,7,657.54,2023-05-26
401,Mouse,18,360.69,2023-05-26
402,Headphones,2,530.25,2023-05-27
403,Tablet,17,486.82,2023-05-27
404,Laptop,11,185.12,2023-05-27
405,Mouse,12,393.21,2023-05-28
406,Headphones,19,964.18,2023-05-28
407,Monitor,7,256.09,2023-05-28
408,Mouse,6,142.47,2023-05-29
409,Headphones,1,424.39,2023-05-29
410,Monitor,17,792.43,2023-05-30
411,Tablet,11,586.33,2023-05-30
412,Mouse,18,684.17,2023-05-30
413,Monitor,17,197.8,2023-05-31
414,Laptop,7,622.76,2023-05-31
415,Tablet,17,330.27,2023-05-31
416,Laptop,9,835.96,2023-06-01
417,Charger,17,633.01,2023-06-01
418,Smartphone,8,206.87,2023-06-01
419,Mouse,17,73.97,2023-06-02
420,Monitor,7,52.21,2023-06-02
421,Smartphone,1,377.69,2023-06-03
422,Smartphone,13,273.19,2023-06-03
423,Monitor,19,649.63,2023-06-03
424,Tablet,19,504.34,2023-06-04
425,Mouse,17,273.36,2023-06-04
426,Charger,13,157.75,2023-06-04
427,Laptop,16,135.93,2023-06-05
428,Headphones,8,866.01,2023-06-05
429,Laptop,19,251.04,2023-06-05
430,Headphones,18,655.19,2023-06-06
431,Laptop,1,812.58,2023-06-06
432,Monitor,14,617.94,2023-06-07
433,Charger,19,860.97,2023-06-07
434,Mouse,15,398.47,2023-06-07
435,Headphones,18,956.66,2023-06-08
436,Mouse,2,141.81,2023-06-08
437,Mouse,17,111.13,2023-06-08
438,Mouse,18,662.11,2023-06-09
439,Keyboard,6,943.4,2023-06-09
440,Tablet,19,810.79,2023-06-09
441,Laptop,4,85.65,2023-06-10
442,Mouse,1,286.57,2023-06-10
443,Laptop,8,931.02,2023-06-11
444,Mouse,7,260.53,2023-06-11
445,Headphones,3,783.36,2023-06-11
446,Tablet,10,826.88,2023-06-12
447,Tablet,10,500.5,2023-06-12
448,Monitor,19,392.49,2023-06-12
449,Keyboard,14,455.62,2023-06-13
450,Monitor,2,234.7,2023-06-13
451,Monitor,1,890.5,2023-06-13
452,Monitor,18,456.11,2023-06-14
453,Monitor,7,883.63,2023-06-14
454,Monitor,8,114.64,2023-06-15
455,Charger,1,988.39,2023-06-15
456,Tablet,3,448.84,2023-06-15
457,Monitor,8,57.35,2023-06-16
458,Mouse,15,47.64,2023-06-16
459,Tablet,5,748.75,2023-06-16
460,Tablet,3,662.45,2023-06-17
461,Smartphone,19,804.11,2023-06-17
462,Charger,1,114.31,2023-06-17
463,Monitor,15,45.22,2023-06-18
464,Laptop,8,513.49,2023-06-18
465,Headphones,2,393.72,2023-06-19
466,Keyboard,3,467.33,2023-06-19
467,Mouse,14,991.67,2023-06-19
468,Laptop,14,971.04,2023-06-20
469,Charger,11,942.89,2023-06-20
470,Headphones,16,786.0,2023-06-20
471,Charger,4,361.29,2023-06-21
472,Mouse,5,418.01,2023-06-21
473,Tablet,14,554.12,2023-06-21
474,Headphones,16,832.23,2023-06-22
475,Tablet,18,78.03,2023-06-22
476,Mouse,7,430.05,2023-06-23
477,Laptop,10,91.79,2023-06-23
478,Mouse,7,519.51,2023-06-23
479,Laptop,1,899.91,2023-06-24
480,Headphones,19,784.66,2023-06-24
481,Headphones,16,235.56,2023-06-24
482,Monitor,19,976.23,2023-06-25
483,Charger,4,670.68,2023-06-25
484,Monitor,18,20.32,2023-06-25
485,Charger,2,262.86,2023-06-26
486,Monitor,1,268.11,2023-06-26
487,Tablet,15,78.56,2023-06-27
488,Headphones,5,960.23,2023-06-27
489,Laptop,11,483.47,2023-06-27
490,Charger,10,896.86,2023-06-28
491,Mouse,2,328.99,2023-06-28
492,Charger,3,133.98,2023-06-28
493,Laptop,12,479.59,2023-06-29
494,Monitor,5,122.82,2023-06-29
495,Charger,5,491.16,2023-06-29
496,Keyboard,6,921.09,2023-06-30
497,Tablet,9,525.56,2023-06-30
498,Headphones,2,620.33,2023-07-01
499,Laptop,12,165.07,2023-07-01
500,Headphones,3,53.3,2023-07-01
501,Keyboard,12,119.7,2023-07-02
502,Charger,17,602.55,2023-07-02
503,Charger,10,104.06,2023-07-02
504,Mouse,14,382.23,2023-07-03
505,Keyboard,17,554.59,2023-07-03
506,Laptop,18,394.77,2023-07-04
507,Mouse,19,172.05,2023-07-04
508,Tablet,17,281.05,2023-07-04
509,Mouse,14,929.03,2023-07-05
510,Smartphone,9,679.22,2023-07-05
511,Laptop,8,501.09,2023-07-05
512,Smartphone,2,22.59,2023-07-06
513,Keyboard,13,992.49,2023-07-06
514,Monitor,7,674.74,2023-07-06
515,Smartphone,9,323.75,2023-07-07
516,Tablet,11,880.48,2023-07-07
517,Mouse,14,265.85,2023-07-08
518,Monitor,4,548.58,2023-07-08
519,Mouse,13,639.71,2023-07-08
520,Smartphone,2,228.85,2023-07-09
521,Mouse,5,978.61,2023-07-09
522,Keyboard,11,750.71,2023-07-09
523,Monitor,6,562.24,2023-07-10
524,Keyboard,18,188.79,2023-07-10
525,Smartphone,10,63.32,2023-07-10
526,Keyboard,4,326.86,2023-07-11
527,Tablet,9,755.66,2023-07-11
528,Smartphone,6,276.64,2023-07-12
529,Smartphone,2,544.16,2023-07-12
530,Smartphone,17,730.67,2023-07-12
531,Laptop,5,116.86,2023-07-13
532,Mouse,6,688.45,2023-07-13
533,Laptop,12,100.95,2023-07-13
534,Laptop,10,965.48,2023-07-14
535,Tablet,6,493.51,2023-07-14
536,Monitor,8,159.17,2023-07-14
537,Mouse,2,348.96,2023-07-15
538,Keyboard,12,419.28,2023-07-15
539,Charger,13,760.6,2023-07-16
540,Smartphone,7,745.99,2023-07-16
541,Keyboard,10,615.82,2023-07-16
542,Smartphone,13,114.87,2023-07-17
543,Tablet,17,160.05,2023-07-17
544,Smartphone,14,102.82,2023-07-17
545,Laptop,2,581.4,2023-07-18
546,Mouse,11,878.37,2023-07-18
547,Charger,1,439.46,2023-07-18
548,Headphones,19,169.24,2023-07-19
549,Smartphone,4,562.46,2023-07-19
550,Keyboard,19,813.63,2023-07-20
551,Laptop,11,744.29,2023-07-20
552,Headphones,8,882.64,2023-07-20
553,Charger,11,285.12,2023-07-21
554,Headphones,4,202.01,2023-07-21
555,Laptop,17,881.02,2023-07-21
556,Mouse,7,660.98,2023-07-22
557,Mouse,8,317.82,2023-07-22
558,Monitor,3,744.92,2023-07-22
559,Mouse,2,816.97,2023-07-23
560,Monitor,15,618.83,2023-07-23
561,Headphones,5,691.01,2023-07-24
562,Tablet,1,381.51,2023-07-24
563,Keyboard,4,543.31,2023-07-24
564,Keyboard,15,528.92,2023-07-25
565,Headphones,19,849.57,2023-07-25
566,Smartphone,3,841.56,2023-07-25
567,Smartphone,11,834.35,2023-07-26
568,Mouse,17,20.92,2023-07-26
569,Keyboard,13,752.05,2023-07-26
570,Keyboard,11,761.09,2023-07-27
571,Monitor,2,681.6,2023-07-27
572,Tablet,9,758.7,2023-07-28
573,Laptop,2,843.55,2023-07-28
574,Smartphone,9,475.62,2023-07-28
575,Keyboard,9,507.03,2023-07-29
576,Monitor,8,133.47,2023-07-29
577,Charger,17,391.52,2023-07-29
578,Monitor,1,646.93,2023-07-30
579,Smartphone,11,782.6,2023-07-30
580,Smartphone,8,225.04,2023-07-30
581,Monitor,10,146.44,2023-07-31
582,Laptop,7,666.41,2023-07-31
583,Headphones,3,11.86,2023-08-01
584,Smartphone,3,186.59,2023-08-01
585,Monitor,18,38.78,2023-08-01
586,Keyboard,5,175.22,2023-08-02
587,Monitor,12,189.51,2023-08-02
588,Tablet,12,393.8,2023-08-02
589,Headphones,19,408.3,2023-08-03
590,Charger,6,875.52,2023-08-03
591,Laptop,2,515.01,2023-08-03
592,Mouse,12,726.17,2023-08-04
593,Charger,19,113.1,2023-08-04
594,Headphones,5,233.18,2023-08-05
595,Headphones,12,705.91,2023-08-05
596,Headphones,17,62.28,2023-08-05
597,Charger,17,491.73,2023-08-06
598,Keyboard,10,603.38,2023-08-06
599,Headphones,17,606.12,2023-08-06
600,Monitor,15,32.7,2023-08-07
601,Charger,12,328.89,2023-08-07
602,Mouse,16,640.13,2023-08-07
603,Headphones,19,157.51,2023-08-08
604,Monitor,8,698.46,2023-08-08
605,Keyboard,17,748.47,2023-08-09
606,Tablet,5,982.15,2023-08-09
607,Keyboard,16,217.74,2023-08-09
608,Mouse,6,826.88,2023-08-10
609,Headphones,8,525.09,2023-08-10
610,Mouse,18,379.73,2023-08-10
611,Charger,12,131.15,2023-08-11
612,Smartphone,15,738.15,2023-08-11
613,Headphones,9,243.5,2023-08-11
614,Smartphone,13,377.71,2023-08-12
615,Monitor,15,71.92,2023-08-12
616,Tablet,10,803.35,2023-08-13
617,Laptop,16,768.92,2023-08-13
618,Mouse,7,736.28,2023-08-13
619,Keyboard,17,306.45,2023-08-14
620,Tablet,7,181.75,2023-08-14
621,Headphones,14,641.18,2023-08-14
622,Smartphone,15,501.2,2023-08-15
623,Keyboard,7,186.47,2023-08-15
624,Smartphone,9,689.05,2023-08-15
625,Charger,19,991.22,2023-08-16
626,Smartphone,16,749.75,2023-08-16
627,Charger,8,742.59,2023-08-17
628,Monitor,18,950.81,2023-08-17
629,Keyboard,18,210.91,2023-08-17
630,Keyboard,7,569.89,2023-08-18
631,Laptop,3,979.85,2023-08-18
632,Headphones,18,173.64,2023-08-18
633,Charger,10,703.25,2023-08-19
634,Laptop,7,589.95,2023-08-19
635,Smartphone,17,590.61,2023-08-20
636,Smartphone,14,700.69,2023-08-20
637,Laptop,3,930.32,2023-08-20
638,Keyboard,12,784.76,2023-08-21
639,Smartphone,13,65.57,2023-08-21
640,Mouse,2,854.2,2023-08-21
641,Monitor,3,233.29,2023-08-22
642,Monitor,5,383.15,2023-08-22
643,Mouse,11,467.12,2023-08-22
644,Laptop,8,486.1,2023-08-23
645,Mouse,12,440.83,2023-08-23
646,Charger,7,937.98,2023-08-24
647,Charger,15,708.96,2023-08-24
648,Laptop,17,634.86,2023-08-24
649,Mouse,4,59.34,2023-08-25
650,Charger,13,904.87,2023-08-25
651,Keyboard,18,910.3,2023-08-25
652,Mouse,1,782.41,2023-08-26
653,Keyboard,16,16.96,2023-08-26
654,Charger,13,66.71,2023-08-26
655,Monitor,10,232.97,2023-08-27
656,Charger,12,140.04,2023-08-27
657,Keyboard,2,404.85,2023-08-28
658,Tablet,3,923.4,2023-08-28
659,Headphones,10,477.34,2023-08-28
660,Smartphone,2,23.27,2023-08-29
661,Mouse,13,289.92,2023-08-29
662,Tablet,13,54.15,2023-08-29
663,Charger,18,45.92,2023-08-30
664,Monitor,3,282.96,2023-08-30
665,Laptop,7,282.86,2023-08-30
666,Charger,14,789.26,2023-08-31
667,Monitor,17,975.09,2023-08-31
668,Headphones,12,377.5,2023-09-01
669,Charger,16,434.6,2023-09-01
670,Keyboard,12,846.34,2023-09-01
671,Laptop,15,275.46,2023-09-02
672,Monitor,10,164.82,2023-09-02
673,Monitor,7,854.56,2023-09-02
674,Monitor,5,56.04,2023-09-03
675,Headphones,1,623.5,2023-09-03
676,Charger,17,566.37,2023-09-03
677,Headphones,3,352.46,2023-09-04
678,Mouse,13,322.04,2023-09-04
679,Smartphone,14,774.14,2023-09-05
680,Smartphone,18,95.56,2023-09-05
681,Mouse,4,244.42,2023-09-05
682,Charger,18,735.12,2023-09-06
683,Keyboard,5,552.84,2023-09-06
684,Headphones,16,136.71,2023-09-06
685,Laptop,1,883.31,2023-09-07
686,Monitor,14,399.51,2023-09-07
687,Monitor,15,829.59,2023-09-07
688,Charger,9,789.84,2023-09-08
689,Keyboard,15,628.18,2023-09-08
690,Smartphone,17,499.54,2023-09-09
691,Smartphone,4,979.76,2023-09-09
692,Monitor,12,153.52,2023-09-09
693,Charger,5,727.9,2023-09-10
